cc,desciel,dh,dirvienc,dirvieng,dloc,ides,idmun,lat,lon,ndia,nes,nmun,prec,probprec,raf,tmax,tmin,velvien
72.82,Poco nuboso,6,Oeste,270.0,2024-11-28,12,1,16.8619,-99.8866,2,Guerrero,Acapulco de Juárez,0.4,0,28.1,29.8,22.9,9.9
76.17,Despejado,6,Norte,0.0,2024-11-29,12,1,16.8619,-99.8866,3,Guerrero,Acapulco de Juárez,0.1,0,15.2,29.8,22.9,7.5
61.54,Despejado,6,Sureste,135.0,2024-11-26,12,2,17.7141,-98.9349,0,Guerrero,Ahuacuotzingo,0.0,0,15.5,27.2,12.4,5.9
78.05,Despejado,6,Sur,180.0,2024-11-27,12,2,17.7141,-98.9349,1,Guerrero,Ahuacuotzingo,0.0,0,13.0,27.2,11.8,6.1
79.78,Despejado,6,Sur,180.0,2024-11-28,12,2,17.7141,-98.9349,2,Guerrero,Ahuacuotzingo,0.0,0,17.3,28.4,12.2,5.4
79.41,Despejado,6,Sureste,135.0,2024-11-29,12,2,17.7141,-98.9349,3,Guerrero,Ahuacuotzingo,0.0,0,21.3,28.4,13.4,6.0
69.46,Despejado,6,Sureste,135.0,2024-11-26,12,3,18.1596,-100.4961,0,Guerrero,Ajuchitlán del Progreso,0.1,0,5.5,32.4,18.1,4.1
81.48,Despejado,6,Sureste,135.0,2024-11-27,12,3,18.1596,-100.4961,1,Guerrero,Ajuchitlán del Progreso,0.1,0,6.1,31.5,17.5,3.6
84.59,Despejado,6,Sureste,135.0,2024-11-28,12,3,18.1596,-100.4961,2,Guerrero,Ajuchitlán del Progreso,0.0,0,5.4,31.6,17.2,3.7
85.23,Despejado,6,Sureste,135.0,2024-11-29,12,3,18.1596,-100.4961,3,Guerrero,Ajuchitlán del Progreso,0.2,0,5.0,32.4,17.5,3.4
76.53,Despejado,6,Sureste,135.0,2024-11-26,12,4,17.4635,-98.3839,0,Guerrero,Alcozauca de Guerrero,0.0,0,11.2,25.4,9.7,4.6
86.0,Despejado,6,Sur,180.0,2024-11-27,12,4,17.4635,-98.3839,1,Guerrero,Alcozauca de Guerrero,0.0,0,7.9,25.7,9.5,4.6
90.55,Despejado,6,Sureste,135.0,2024-11-28,12,4,17.4635,-98.3839,2,Guerrero,Alcozauca de Guerrero,0.0,0,8.0,27.0,11.1,4.3
82.09,Despejado,6,Sureste,135.0,2024-11-29,12,4,17.4635,-98.3839,3,Guerrero,Alcozauca de Guerrero,0.0,0,10.5,26.9,12.0,4.6
68.44,Despejado,6,Sureste,135.0,2024-11-26,12,5,17.6701,-98.5132,0,Guerrero,Alpoyeca,0.0,0,9.5,27.2,10.2,4.5
78.63,Despejado,6,Sur,180.0,2024-11-27,12,5,17.6701,-98.5132,1,Guerrero,Alpoyeca,0.0,0,5.8,27.5,9.7,4.1
80.63,Despejado,6,Sur,180.0,2024-11-28,12,5,17.6701,-98.5132,2,Guerrero,Alpoyeca,0.0,0,5.8,28.7,11.1,3.9
76.32,Despejado,6,Sureste,135.0,2024-11-29,12,5,17.6701,-98.5132,3,Guerrero,Alpoyeca,0.0,0,6.1,29.1,12.1,3.8
54.46,Despejado,6,Este,90.0,2024-11-26,12,6,18.1301,-99.9323,0,Guerrero,Apaxtla,0.0,0,12.6,29.7,14.1,3.2
74.94,Despejado,6,Este,90.0,2024-11-27,12,6,18.1301,-99.9323,1,Guerrero,Apaxtla,0.0,0,6.9,29.1,13.3,2.5
70.1,Despejado,6,Noreste,45.0,2024-11-28,12,6,18.1301,-99.9323,2,Guerrero,Apaxtla,0.0,0,7.6,29.6,13.7,2.4
84.04,Despejado,6,Este,90.0,2024-11-29,12,6,18.1301,-99.9323,3,Guerrero,Apaxtla,0.0,0,12.3,30.6,14.6,2.6
11.9,Medio nublado,6,Este,90.0,2024-11-26,5,6,26.7853,-101.4306,0,Coahuila,Castaños,0.0,0,11.2,22.8,10.1,5.6
13.85,Medio nublado,6,Sur,180.0,2024-11-27,5,6,26.7853,-101.4306,1,Coahuila,Castaños,0.0,0,13.0,31.6,15.0,4.8
19.3,Medio nublado,6,Norte,0.0,2024-11-28,5,6,26.7853,-101.4306,2,Coahuila,Castaños,0.0,0,28.1,20.9,9.0,13.3
19.85,Cielo nublado,6,Norte,0.0,2024-11-29,5,6,26.7853,-101.4306,3,Coahuila,Castaños,0.0,0,16.3,17.2,7.5,5.7
59.82,Despejado,6,Este,90.0,2024-11-26,12,7,18.3158,-100.28399999999999,0,Guerrero,Arcelia,0.0,0,12.7,32.4,17.9,5.3
76.1,Despejado,6,Este,90.0,2024-11-27,12,7,18.3158,-100.28399999999999,1,Guerrero,Arcelia,0.0,0,6.5,31.0,17.3,5.0
82.12,Despejado,6,Este,90.0,2024-11-28,12,7,18.3158,-100.28399999999999,2,Guerrero,Arcelia,0.0,0,6.5,31.3,16.8,5.0
80.09,Despejado,6,Este,90.0,2024-11-29,12,7,18.3158,-100.28399999999999,3,Guerrero,Arcelia,0.0,0,10.5,31.9,17.3,5.3
56.72,Despejado,6,Este,90.0,2024-11-26,12,8,18.1043,-99.1078,0,Guerrero,Atenango del Río,0.0,0,8.8,30.6,12.8,3.4
70.26,Despejado,6,Este,90.0,2024-11-27,12,8,18.1043,-99.1078,1,Guerrero,Atenango del Río,0.0,0,4.7,30.0,12.0,2.1
75.87,Despejado,6,Noreste,45.0,2024-11-28,12,8,18.1043,-99.1078,2,Guerrero,Atenango del Río,0.0,0,4.7,30.8,12.5,1.7
71.04,Despejado,6,Este,90.0,2024-11-29,12,8,18.1043,-99.1078,3,Guerrero,Atenango del Río,0.0,0,5.8,31.9,13.7,2.3
75.31,Despejado,6,Norte,0.0,2024-11-26,12,9,17.3117,-98.6051,0,Guerrero,Atlamajalcingo del Monte,0.0,0,11.6,24.4,10.0,5.3
87.84,Despejado,6,Norte,0.0,2024-11-27,12,9,17.3117,-98.6051,1,Guerrero,Atlamajalcingo del Monte,0.0,0,7.9,24.7,9.9,3.1
93.52,Despejado,6,Norte,0.0,2024-11-28,12,9,17.3117,-98.6051,2,Guerrero,Atlamajalcingo del Monte,0.0,0,7.6,25.8,11.2,3.4
84.31,Despejado,6,Sur,180.0,2024-11-29,12,9,17.3117,-98.6051,3,Guerrero,Atlamajalcingo del Monte,0.0,0,9.1,25.6,11.7,3.2
69.74,Despejado,6,Noreste,45.0,2024-11-26,12,10,17.5637,-98.9332,0,Guerrero,Atlixtac,0.0,0,16.9,25.8,11.9,5.7
84.08,Despejado,6,Sureste,135.0,2024-11-27,12,10,17.5637,-98.9332,1,Guerrero,Atlixtac,0.0,0,10.1,26.0,11.5,4.3
85.84,Despejado,6,Este,90.0,2024-11-28,12,10,17.5637,-98.9332,2,Guerrero,Atlixtac,0.0,0,11.9,27.1,12.0,4.1
82.92,Despejado,6,Este,90.0,2024-11-29,12,10,17.5637,-98.9332,3,Guerrero,Atlixtac,0.0,0,11.9,26.9,12.9,4.3
71.46,Despejado,6,Norte,0.0,2024-11-26,12,11,17.2127,-100.4331,0,Guerrero,Atoyac de Álvarez,0.1,0,9.1,29.6,19.3,7.1
80.63,Despejado,6,Norte,0.0,2024-11-27,12,11,17.2127,-100.4331,1,Guerrero,Atoyac de Álvarez,0.0,0,10.5,29.0,19.1,7.2
78.2,Despejado,6,Norte,0.0,2024-11-28,12,11,17.2127,-100.4331,2,Guerrero,Atoyac de Álvarez,0.1,0,10.8,29.4,19.4,6.7
87.42,Poco nuboso,6,Norte,0.0,2024-11-29,12,11,17.2127,-100.4331,3,Guerrero,Atoyac de Álvarez,0.1,0,9.9,29.7,20.5,6.2
73.16,Despejado,6,Noreste,45.0,2024-11-26,12,12,16.9653,-99.0974,0,Guerrero,Ayutla de los Libres,0.0,0,9.4,30.2,17.1,5.2
79.28,Despejado,6,Noreste,45.0,2024-11-27,12,12,16.9653,-99.0974,1,Guerrero,Ayutla de los Libres,0.0,0,8.3,29.3,16.6,5.6
83.74,Despejado,6,Noreste,45.0,2024-11-28,12,12,16.9653,-99.0974,2,Guerrero,Ayutla de los Libres,0.0,0,6.5,29.4,16.8,5.2
82.08,Despejado,6,Noreste,45.0,2024-11-29,12,12,16.9653,-99.0974,3,Guerrero,Ayutla de los Libres,0.0,0,7.3,29.7,17.5,5.0
63.83,Despejado,6,Norte,0.0,2024-11-26,12,13,16.733,-98.6011,0,Guerrero,Azoyú,0.0,0,13.0,32.4,19.6,5.9
75.38,Despejado,6,Norte,0.0,2024-11-27,12,13,16.733,-98.6011,1,Guerrero,Azoyú,0.0,0,12.6,31.6,18.7,6.3
82.39,Despejado,6,Norte,0.0,2024-11-28,12,13,16.733,-98.6011,2,Guerrero,Azoyú,0.0,0,11.5,31.5,18.7,6.0
72.37,Despejado,6,Norte,0.0,2024-11-29,12,13,16.733,-98.6011,3,Guerrero,Azoyú,0.0,0,13.0,32.0,19.8,5.8
63.51,Despejado,6,Norte,0.0,2024-11-26,12,14,17.1364,-100.4687,0,Guerrero,Benito Juárez,0.0,0,9.1,29.4,21.1,7.6
76.3,Despejado,6,Norte,0.0,2024-11-27,12,14,17.1364,-100.4687,1,Guerrero,Benito Juárez,0.0,0,10.5,29.0,20.9,8.8
80.51,Despejado,6,Norte,0.0,2024-11-28,12,14,17.1364,-100.4687,2,Guerrero,Benito Juárez,0.2,0,10.8,29.4,21.2,8.4
78.69,Poco nuboso,6,Norte,0.0,2024-11-29,12,14,17.1364,-100.4687,3,Guerrero,Benito Juárez,0.2,0,9.9,29.6,22.2,6.6
61.82,Despejado,6,Noroeste,315.0,2024-11-26,12,15,18.4579,-99.4053,0,Guerrero,Buenavista de Cuéllar,0.0,0,8.4,28.9,12.7,4.2
71.94,Despejado,6,Oeste,270.0,2024-11-27,12,15,18.4579,-99.4053,1,Guerrero,Buenavista de Cuéllar,0.0,0,7.6,28.6,12.0,3.6
83.55,Despejado,6,Noroeste,315.0,2024-11-28,12,15,18.4579,-99.4053,2,Guerrero,Buenavista de Cuéllar,0.0,0,8.6,29.3,13.1,3.5
75.65,Despejado,6,Noroeste,315.0,2024-11-29,12,15,18.4579,-99.4053,3,Guerrero,Buenavista de Cuéllar,0.0,0,7.2,30.0,14.1,3.5
57.7,Despejado,6,Sur,180.0,2024-11-26,12,16,18.3164,-101.7346,0,Guerrero,Coahuayutla de José María Izazaga,0.2,0,13.7,33.4,19.1,4.5
92.31,Despejado,6,Sur,180.0,2024-11-27,12,16,18.3164,-101.7346,1,Guerrero,Coahuayutla de José María Izazaga,0.1,0,11.5,32.1,18.8,4.5
90.58,Despejado,6,Sur,180.0,2024-11-28,12,16,18.3164,-101.7346,2,Guerrero,Coahuayutla de José María Izazaga,0.1,0,10.4,32.1,18.5,4.5
71.32,Despejado,6,Sureste,135.0,2024-11-29,12,16,18.3164,-101.7346,3,Guerrero,Coahuayutla de José María Izazaga,0.2,0,11.2,32.4,18.9,4.5
61.26,Medio nublado,6,Este,90.0,2024-11-26,5,7,26.9858,-102.0667,0,Coahuila,Cuatro Ciénegas,0.0,0,9.4,22.2,10.2,5.8
9.88,Medio nublado,6,Oeste,270.0,2024-11-27,5,7,26.9858,-102.0667,1,Coahuila,Cuatro Ciénegas,0.0,0,11.2,31.7,13.5,6.1
13.69,Cielo nublado,6,Este,90.0,2024-11-28,5,7,26.9858,-102.0667,2,Coahuila,Cuatro Ciénegas,0.0,0,20.2,23.8,9.4,13.7
16.79,Cielo nublado,6,Este,90.0,2024-11-29,5,7,26.9858,-102.0667,3,Coahuila,Cuatro Ciénegas,0.0,0,14.2,15.8,6.8,7.9
55.73,Despejado,6,Norte,0.0,2024-11-26,12,17,18.2359,-99.6612,0,Guerrero,Cocula,0.0,0,9.4,30.0,13.7,4.4
67.31,Despejado,6,Noroeste,315.0,2024-11-27,12,17,18.2359,-99.6612,1,Guerrero,Cocula,0.0,0,8.3,29.3,12.8,3.9
65.93,Despejado,6,Noroeste,315.0,2024-11-28,12,17,18.2359,-99.6612,2,Guerrero,Cocula,0.0,0,7.2,30.1,13.5,3.6
81.6,Despejado,6,Sureste,135.0,2024-11-29,12,17,18.2359,-99.6612,3,Guerrero,Cocula,0.0,0,8.3,30.9,14.3,4.0
77.26,Despejado,6,Norte,0.0,2024-11-26,12,18,16.6088,-98.9786,0,Guerrero,Copala,0.0,0,13.0,30.0,23.3,6.9
73.22,Despejado,6,Norte,0.0,2024-11-27,12,18,16.6088,-98.9786,1,Guerrero,Copala,0.0,0,27.7,29.5,22.4,10.3
70.96,Despejado,6,Oeste,270.0,2024-11-28,12,18,16.6088,-98.9786,2,Guerrero,Copala,0.1,0,26.3,29.8,22.5,10.5
73.98,Despejado,6,Noreste,45.0,2024-11-29,12,18,16.6088,-98.9786,3,Guerrero,Copala,0.1,0,13.4,30.1,23.5,7.6
56.49,Despejado,6,Noreste,45.0,2024-11-26,12,19,18.0342,-99.0417,0,Guerrero,Copalillo,0.0,0,8.8,31.0,12.8,3.4
73.05,Despejado,6,Este,90.0,2024-11-27,12,19,18.0342,-99.0417,1,Guerrero,Copalillo,0.0,0,4.7,30.0,12.1,2.5
73.77,Despejado,6,Sureste,135.0,2024-11-28,12,19,18.0342,-99.0417,2,Guerrero,Copalillo,0.0,0,4.7,30.9,12.4,2.2
72.84,Despejado,6,Este,90.0,2024-11-29,12,19,18.0342,-99.0417,3,Guerrero,Copalillo,0.0,0,5.8,32.1,13.7,2.7
68.16,Despejado,6,Noreste,45.0,2024-11-26,12,20,17.4618,-98.7135,0,Guerrero,Copanatoyac,0.0,0,15.5,24.3,10.4,3.6
86.65,Despejado,6,Suroeste,225.0,2024-11-27,12,20,17.4618,-98.7135,1,Guerrero,Copanatoyac,0.0,0,6.8,25.3,10.2,3.3
86.81,Despejado,6,Sur,180.0,2024-11-28,12,20,17.4618,-98.7135,2,Guerrero,Copanatoyac,0.0,0,7.2,26.6,11.2,2.2
81.75,Despejado,6,Suroeste,225.0,2024-11-29,12,20,17.4618,-98.7135,3,Guerrero,Copanatoyac,0.0,0,9.8,26.3,11.9,3.0
65.02,Despejado,6,Norte,0.0,2024-11-26,12,21,17.009,-100.0894,0,Guerrero,Coyuca de Benítez,0.1,0,8.3,30.0,21.4,6.7
76.65,Despejado,6,Norte,0.0,2024-11-27,12,21,17.009,-100.0894,1,Guerrero,Coyuca de Benítez,0.1,0,13.3,29.3,21.2,7.8
79.44,Poco nuboso,6,Norte,0.0,2024-11-28,12,21,17.009,-100.0894,2,Guerrero,Coyuca de Benítez,0.1,0,13.0,29.8,21.5,7.4
83.72,Poco nuboso,6,Norte,0.0,2024-11-29,12,21,17.009,-100.0894,3,Guerrero,Coyuca de Benítez,0.1,0,8.7,30.0,22.0,6.2
65.23,Despejado,6,Sureste,135.0,2024-11-26,12,22,18.331,-100.6986,0,Guerrero,Coyuca de Catalán,0.0,0,5.8,33.5,19.1,1.8
86.66,Despejado,6,Este,90.0,2024-11-27,12,22,18.331,-100.6986,1,Guerrero,Coyuca de Catalán,0.1,0,6.1,32.6,18.5,1.9
87.81,Despejado,6,Este,90.0,2024-11-28,12,22,18.331,-100.6986,2,Guerrero,Coyuca de Catalán,0.0,0,6.1,32.7,18.3,2.0
76.86,Despejado,6,Este,90.0,2024-11-29,12,22,18.331,-100.6986,3,Guerrero,Coyuca de Catalán,0.1,0,5.4,33.4,18.4,1.7
61.06,Despejado,6,Noreste,45.0,2024-11-26,12,23,16.472,-98.4167,0,Guerrero,Cuajinicuilapa,0.0,0,14.4,33.7,21.4,6.1
68.85,Despejado,6,Norte,0.0,2024-11-27,12,23,16.472,-98.4167,1,Guerrero,Cuajinicuilapa,0.0,0,21.2,32.4,20.2,7.4
83.56,Despejado,6,Noreste,45.0,2024-11-28,12,23,16.472,-98.4167,2,Guerrero,Cuajinicuilapa,0.0,0,19.5,32.7,20.0,7.4
70.33,Despejado,6,Noreste,45.0,2024-11-29,12,23,16.472,-98.4167,3,Guerrero,Cuajinicuilapa,0.0,0,14.1,33.7,21.3,6.2
65.24,Despejado,6,Sureste,135.0,2024-11-26,12,24,17.7428,-98.6607,0,Guerrero,Cualác,0.0,0,13.7,26.9,11.0,5.0
75.14,Despejado,6,Sur,180.0,2024-11-27,12,24,17.7428,-98.6607,1,Guerrero,Cualác,0.0,0,6.5,27.6,10.4,4.7
84.48,Despejado,6,Sur,180.0,2024-11-28,12,24,17.7428,-98.6607,2,Guerrero,Cualác,0.0,0,6.5,28.7,11.5,4.4
77.18,Despejado,6,Sureste,135.0,2024-11-29,12,24,17.7428,-98.6607,3,Guerrero,Cualác,0.0,0,6.5,28.9,12.5,4.6
79.6,Despejado,6,Norte,0.0,2024-11-26,12,25,16.749000000000002,-99.0015,0,Guerrero,Cuautepec,0.0,0,8.0,31.5,21.0,5.4
74.45,Despejado,6,Norte,0.0,2024-11-27,12,25,16.749000000000002,-99.0015,1,Guerrero,Cuautepec,0.0,0,14.1,30.8,20.0,6.8
75.26,Despejado,6,Suroeste,225.0,2024-11-28,12,25,16.749000000000002,-99.0015,2,Guerrero,Cuautepec,0.0,0,14.0,30.9,19.9,6.8
77.47,Despejado,6,Noreste,45.0,2024-11-29,12,25,16.749000000000002,-99.0015,3,Guerrero,Cuautepec,0.0,0,8.7,31.3,21.2,6.0
54.72,Despejado,6,Este,90.0,2024-11-26,12,26,18.1341,-99.8315,0,Guerrero,Cuetzala del Progreso,0.0,0,9.4,29.9,13.8,3.1
70.64,Despejado,6,Oeste,270.0,2024-11-27,12,26,18.1341,-99.8315,1,Guerrero,Cuetzala del Progreso,0.0,0,8.3,29.4,13.0,2.7
66.86,Despejado,6,Oeste,270.0,2024-11-28,12,26,18.1341,-99.8315,2,Guerrero,Cuetzala del Progreso,0.0,0,7.2,30.0,13.5,2.3
83.17,Despejado,6,Este,90.0,2024-11-29,12,26,18.1341,-99.8315,3,Guerrero,Cuetzala del Progreso,0.0,0,8.3,30.6,14.4,3.0
14.33,Despejado,6,Este,90.0,2024-11-26,1,4,22.3664,-102.3,0,Aguascalientes,Cosío,0.0,0,14.8,26.8,9.9,6.0
39.4,Despejado,6,Sur,180.0,2024-11-27,1,4,22.3664,-102.3,1,Aguascalientes,Cosío,0.0,0,11.9,28.2,9.5,5.7
64.41,Poco nuboso,6,Sur,180.0,2024-11-28,1,4,22.3664,-102.3,2,Aguascalientes,Cosío,0.0,0,15.5,27.7,11.1,6.6
89.18,Poco nuboso,6,Sur,180.0,2024-11-29,1,4,22.3664,-102.3,3,Aguascalientes,Cosío,0.0,0,21.3,27.5,9.8,8.7
2.09,Medio nublado,6,Noreste,45.0,2024-11-26,5,8,27.2347,-101.4125,0,Coahuila,Escobedo,0.0,0,8.6,23.2,11.9,3.8
0.07,Medio nublado,6,Noreste,45.0,2024-11-27,5,8,27.2347,-101.4125,1,Coahuila,Escobedo,0.0,0,7.6,31.0,13.2,3.3
4.84,Cielo nublado,6,Noreste,45.0,2024-11-28,5,8,27.2347,-101.4125,2,Coahuila,Escobedo,0.0,0,43.3,22.3,11.6,19.5
39.08,Cielo nublado,6,Noreste,45.0,2024-11-29,5,8,27.2347,-101.4125,3,Coahuila,Escobedo,0.0,0,18.9,17.7,9.2,8.4
63.57,Despejado,6,Noreste,45.0,2024-11-26,12,27,18.4652,-100.5785,0,Guerrero,Cutzamala de Pinzón,0.0,0,5.8,33.3,18.8,2.7
87.21,Despejado,6,Noreste,45.0,2024-11-27,12,27,18.4652,-100.5785,1,Guerrero,Cutzamala de Pinzón,0.0,0,6.1,32.4,18.2,3.0
90.13,Despejado,6,Noreste,45.0,2024-11-28,12,27,18.4652,-100.5785,2,Guerrero,Cutzamala de Pinzón,0.0,0,6.1,32.6,17.7,3.0
83.01,Despejado,6,Suroeste,225.0,2024-11-29,12,27,18.4652,-100.5785,3,Guerrero,Cutzamala de Pinzón,0.0,0,5.8,33.3,18.0,2.8
72.13,Despejado,6,Norte,0.0,2024-11-26,12,28,17.5942,-99.1777,0,Guerrero,Chilapa de Álvarez,0.0,0,13.7,26.9,12.6,4.6
80.63,Despejado,6,Sur,180.0,2024-11-27,12,28,17.5942,-99.1777,1,Guerrero,Chilapa de Álvarez,0.0,0,11.5,26.7,12.0,3.0
85.97,Despejado,6,Norte,0.0,2024-11-28,12,28,17.5942,-99.1777,2,Guerrero,Chilapa de Álvarez,0.0,0,11.9,27.6,12.4,3.2
85.86,Despejado,6,Sur,180.0,2024-11-29,12,28,17.5942,-99.1777,3,Guerrero,Chilapa de Álvarez,0.0,0,11.9,27.3,13.3,3.0
69.88,Despejado,6,Norte,0.0,2024-11-26,12,29,17.5516,-99.5011,0,Guerrero,Chilpancingo de los Bravo,0.0,0,10.8,26.3,12.5,4.6
72.33,Despejado,6,Norte,0.0,2024-11-27,12,29,17.5516,-99.5011,1,Guerrero,Chilpancingo de los Bravo,0.0,0,7.9,25.8,12.1,3.1
85.35,Despejado,6,Noroeste,315.0,2024-11-28,12,29,17.5516,-99.5011,2,Guerrero,Chilpancingo de los Bravo,0.0,0,8.3,26.7,12.3,3.0
88.27,Despejado,6,Sur,180.0,2024-11-29,12,29,17.5516,-99.5011,3,Guerrero,Chilpancingo de los Bravo,0.0,0,9.1,26.6,13.2,2.9
81.89,Despejado,6,Norte,0.0,2024-11-26,12,30,16.7239,-99.1238,0,Guerrero,Florencio Villarreal,0.0,0,8.0,31.8,21.6,5.9
73.55,Despejado,6,Norte,0.0,2024-11-27,12,30,16.7239,-99.1238,1,Guerrero,Florencio Villarreal,0.0,0,14.1,31.2,20.8,7.7
72.13,Despejado,6,Norte,0.0,2024-11-28,12,30,16.7239,-99.1238,2,Guerrero,Florencio Villarreal,0.0,0,14.0,31.4,20.7,7.7
78.18,Despejado,6,Norte,0.0,2024-11-29,12,30,16.7239,-99.1238,3,Guerrero,Florencio Villarreal,0.0,0,8.7,31.5,21.8,6.5
66.88,Despejado,6,Noreste,45.0,2024-11-26,12,31,18.4185,-100.0721,0,Guerrero,General Canuto A. Neri,0.0,0,10.1,29.4,15.5,5.7
85.04,Despejado,6,Noreste,45.0,2024-11-27,12,31,18.4185,-100.0721,1,Guerrero,General Canuto A. Neri,0.0,0,9.4,28.2,15.0,5.7
86.44,Despejado,6,Noreste,45.0,2024-11-28,12,31,18.4185,-100.0721,2,Guerrero,General Canuto A. Neri,0.0,0,9.7,28.6,14.7,5.7
82.23,Despejado,6,Noreste,45.0,2024-11-29,12,31,18.4185,-100.0721,3,Guerrero,General Canuto A. Neri,0.0,0,12.3,30.0,15.7,5.6
65.44,Despejado,6,Sur,180.0,2024-11-26,12,32,17.7894,-99.9783,0,Guerrero,General Heliodoro Castillo,0.1,0,13.7,27.5,12.7,7.5
77.69,Despejado,6,Sur,180.0,2024-11-27,12,32,17.7894,-99.9783,1,Guerrero,General Heliodoro Castillo,0.0,0,10.4,26.5,12.2,7.5
80.61,Despejado,6,Sur,180.0,2024-11-28,12,32,17.7894,-99.9783,2,Guerrero,General Heliodoro Castillo,0.0,0,9.7,27.4,12.4,7.0
89.58,Despejado,6,Sur,180.0,2024-11-29,12,32,17.7894,-99.9783,3,Guerrero,General Heliodoro Castillo,0.1,0,11.5,27.8,13.5,7.5
70.01,Despejado,6,Sureste,135.0,2024-11-26,12,33,17.8022,-98.5653,0,Guerrero,Huamuxtitlán,0.0,0,9.5,28.0,10.9,4.5
74.17,Despejado,6,Sur,180.0,2024-11-27,12,33,17.8022,-98.5653,1,Guerrero,Huamuxtitlán,0.0,0,5.8,28.1,10.3,4.1
81.8,Despejado,6,Sur,180.0,2024-11-28,12,33,17.8022,-98.5653,2,Guerrero,Huamuxtitlán,0.0,0,5.8,29.3,11.5,3.8
72.21,Despejado,6,Sureste,135.0,2024-11-29,12,33,17.8022,-98.5653,3,Guerrero,Huamuxtitlán,0.0,0,6.1,29.7,12.5,3.9
60.7,Despejado,6,Norte,0.0,2024-11-26,12,34,18.305999999999997,-99.3343,0,Guerrero,Huitzuco de los Figueroa,0.0,0,12.0,30.0,12.9,3.7
72.38,Despejado,6,Noroeste,315.0,2024-11-27,12,34,18.305999999999997,-99.3343,1,Guerrero,Huitzuco de los Figueroa,0.0,0,5.1,29.4,12.1,2.8
80.98,Despejado,6,Norte,0.0,2024-11-28,12,34,18.305999999999997,-99.3343,2,Guerrero,Huitzuco de los Figueroa,0.0,0,4.7,30.1,12.9,2.6
72.93,Despejado,6,Norte,0.0,2024-11-29,12,34,18.305999999999997,-99.3343,3,Guerrero,Huitzuco de los Figueroa,0.0,0,6.9,31.1,14.0,2.8
59.05,Despejado,6,Norte,0.0,2024-11-26,12,35,18.3445,-99.5384,0,Guerrero,Iguala de la Independencia,0.0,0,9.4,29.9,13.3,4.0
67.59,Despejado,6,Noroeste,315.0,2024-11-27,12,35,18.3445,-99.5384,1,Guerrero,Iguala de la Independencia,0.0,0,4.7,28.9,12.5,3.4
71.0,Despejado,6,Norte,0.0,2024-11-28,12,35,18.3445,-99.5384,2,Guerrero,Iguala de la Independencia,0.0,0,4.0,29.5,13.3,3.3
79.26,Despejado,6,Norte,0.0,2024-11-29,12,35,18.3445,-99.5384,3,Guerrero,Iguala de la Independencia,0.0,0,7.9,30.7,14.2,3.3
65.31,Despejado,6,Norte,0.0,2024-11-26,12,36,16.7437,-98.4766,0,Guerrero,Igualapa,0.0,0,13.0,32.6,18.7,5.9
75.72,Despejado,6,Norte,0.0,2024-11-27,12,36,16.7437,-98.4766,1,Guerrero,Igualapa,0.0,0,12.6,31.8,18.0,6.1
85.8,Despejado,6,Norte,0.0,2024-11-28,12,36,16.7437,-98.4766,2,Guerrero,Igualapa,0.0,0,11.5,31.6,18.2,5.7
76.44,Despejado,6,Norte,0.0,2024-11-29,12,36,16.7437,-98.4766,3,Guerrero,Igualapa,0.0,0,13.0,32.1,19.2,5.7
90.75,Poco nuboso,6,Este,90.0,2024-11-26,5,9,25.775,-103.2731,0,Coahuila,Francisco I. Madero,0.0,0,25.2,29.4,14.9,9.7
7.55,Poco nuboso,6,Sureste,135.0,2024-11-27,5,9,25.775,-103.2731,1,Coahuila,Francisco I. Madero,0.0,0,15.2,31.4,14.7,7.9
14.16,Medio nublado,6,Este,90.0,2024-11-28,5,9,25.775,-103.2731,2,Coahuila,Francisco I. Madero,0.0,0,54.4,30.7,10.5,13.6
23.63,Cielo nublado,6,Este,90.0,2024-11-29,5,9,25.775,-103.2731,3,Coahuila,Francisco I. Madero,0.0,0,23.5,22.6,9.6,11.3
59.33,Despejado,6,Norte,0.0,2024-11-26,12,37,18.5025,-99.7936,0,Guerrero,Ixcateopan de Cuauhtémoc,0.0,0,9.1,26.0,13.0,5.5
77.44,Despejado,6,Norte,0.0,2024-11-27,12,37,18.5025,-99.7936,1,Guerrero,Ixcateopan de Cuauhtémoc,0.0,0,6.5,26.1,12.5,5.0
80.01,Despejado,6,Noreste,45.0,2024-11-28,12,37,18.5025,-99.7936,2,Guerrero,Ixcateopan de Cuauhtémoc,0.0,0,7.2,26.9,12.9,4.8
74.32,Despejado,6,Norte,0.0,2024-11-29,12,37,18.5025,-99.7936,3,Guerrero,Ixcateopan de Cuauhtémoc,0.0,0,9.4,27.2,13.9,5.2
63.15,Despejado,6,Norte,0.0,2024-11-26,12,38,17.6505,-101.5482,0,Guerrero,Zihuatanejo de Azueta,0.2,0,6.9,29.4,22.8,6.6
90.32,Poco nuboso,6,Noroeste,315.0,2024-11-27,12,38,17.6505,-101.5482,1,Guerrero,Zihuatanejo de Azueta,0.1,0,8.7,29.3,22.5,8.9
78.04,Poco nuboso,6,Noroeste,315.0,2024-11-28,12,38,17.6505,-101.5482,2,Guerrero,Zihuatanejo de Azueta,0.2,0,9.0,29.4,22.9,8.5
83.17,Poco nuboso,6,Noreste,45.0,2024-11-29,12,38,17.6505,-101.5482,3,Guerrero,Zihuatanejo de Azueta,0.3,0,7.6,29.3,23.2,6.4
